BLOCKSIZE;CPU_TIME;GPU_CALCULATION;GPU_TOTAL
773;5.904175;0.251942;4.476525
774;5.923748;0.251782;4.704003
775;5.917524;0.251830;4.546630
776;5.915299;0.280432;4.617661
777;5.916471;0.274512;4.514115
778;5.976091;0.251766;4.465600
779;5.934571;0.251805;4.496439
780;5.944794;0.252010;4.433033
781;5.889985;0.251789;4.505971
782;5.906039;0.251878;4.516500
783;5.918246;0.251971;4.623927
784;5.925372;0.289101;4.555587
785;5.907152;0.251923;4.518544
786;5.935172;0.252010;4.533248
787;5.927235;0.252310;4.488166
788;5.959135;0.252122;4.468442
789;6.064935;0.252032;4.428185
790;5.913646;0.252093;4.498611
791;5.966411;0.251949;4.550640
792;5.995874;0.252077;4.471417
793;5.889022;0.252058;4.476304
794;5.891879;0.251936;4.468400
795;5.895005;0.252333;4.676806
796;6.264087;0.252224;4.574605
797;5.921824;0.252010;4.553645
798;5.891458;0.252330;4.515244
799;5.929189;0.252035;4.586688
800;5.935233;0.252131;4.597399
801;5.938570;0.258406;4.477843
802;5.939892;0.258400;4.491709
803;5.941066;0.258419;4.509040
804;5.927536;0.258214;4.445635
805;5.902461;0.258326;4.428746
806;5.952791;0.258288;4.565168
807;6.130657;0.258320;4.549571
808;5.882077;0.258320;4.452147
809;5.905047;0.258579;4.558531
810;5.942328;0.258416;4.541281
811;6.027353;0.258438;4.574211
812;5.929220;0.258323;4.456182
